1,2020,9
2,2020,9
3,2020,1528
4,2020,10118
5,2020,26473
6,2020,56385
7,2020,108376
8,2020,174796
9,2020,287008
10,2020,410088
11,2020,538883
12,2020,743198
1,2021,1078314
2,2021,1334634
3,2021,1511712
4,2021,1668368
5,2021,1821703
6,2021,2178272
7,2021,2455912
